pair_key,source_video,emotion,n_active,AU101,AU143,AU145,AU109,AU110,AU12,AU116,AU118,AU25,AU26,AU27,AD19,AD33,AD35,AD37,AD137,EAD101,EAD102,EAD103,EAD104,EAD105
tiktok_playlist_nareski/rgLZxdHaOcE_003236/rgLZxdHaOcE_003236_t3_000572.jpg,rgLZxdHaOcE_003236,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000156.jpg,K6w9kd1kPfU_000339,neutral,6,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000492.jpg,K6w9kd1kPfU_000339,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000528.jpg,K6w9kd1kPfU_000339,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000468.jpg,K6w9kd1kPfU_000339,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000204.jpg,K6w9kd1kPfU_000339,neutral,2,0,0,0,0,0,0,,0,,1,1,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000120.jpg,K6w9kd1kPfU_000339,relaxed,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000180.jpg,K6w9kd1kPfU_000339,relaxed,2,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000096.jpg,K6w9kd1kPfU_000339,relaxed,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000048.jpg,K6w9kd1kPfU_000339,relaxed,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000000.jpg,K6w9kd1kPfU_000339,sad,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000024.jpg,K6w9kd1kPfU_000339,relaxed,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000072.jpg,K6w9kd1kPfU_000339,relaxed,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000360.jpg,K6w9kd1kPfU_000339,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000252.jpg,K6w9kd1kPfU_000339,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
tiktok_playlist_nareski/K6w9kd1kPfU_000339/K6w9kd1kPfU_000339_t0_000228.jpg,K6w9kd1kPfU_000339,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_27875216/dog_27875216_t0_000000.jpg,dog_27875216,neutral,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
DOGS/dog_27875216/dog_27875216_t0_000040.jpg,dog_27875216,neutral,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DOGS/dog_27875216/dog_27875216_t0_000072.jpg,dog_27875216,neutral,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DOGS/dog_27875216/dog_27875216_t0_000104.jpg,dog_27875216,neutral,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DOGS/dog_27875216/dog_27875216_t0_000144.jpg,dog_27875216,relaxed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DOGS/dog_27875216/dog_27875216_t0_000120.jpg,dog_27875216,sad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/dog_27875216/dog_27875216_t0_000240.jpg,dog_27875216,sad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/dog_27875216/dog_27875216_t0_000330.jpg,dog_27875216,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/dog_27875216/dog_27875216_t0_000176.jpg,dog_27875216,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_27875216/dog_27875216_t0_000030.jpg,dog_27875216,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_27875216/dog_27875216_t0_000248.jpg,dog_27875216,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_27875216/dog_27875216_t0_000328.jpg,dog_27875216,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_27875216/dog_27875216_t0_000216.jpg,dog_27875216,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_27875216/dog_27875216_t0_000384.jpg,dog_27875216,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000237/1lmeeWDvv4o_000237_t3_000595.jpg,1lmeeWDvv4o_000237,neutral,6,0,,0,1,1,,0,0,0,0,0,0,0,1,0,1,0,1,,1,0
tiktok_playlist_nareski/1lmeeWDvv4o_000237/1lmeeWDvv4o_000237_t2_000238.jpg,1lmeeWDvv4o_000237,neutral,6,0,,0,1,1,1,0,0,0,0,0,0,1,,1,0,0,0,1,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000237/1lmeeWDvv4o_000237_t2_000374.jpg,1lmeeWDvv4o_000237,neutral,5,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,,0
tiktok_playlist_nareski/1lmeeWDvv4o_000237/1lmeeWDvv4o_000237_t3_000544.jpg,1lmeeWDvv4o_000237,neutral,5,0,,0,1,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
tiktok_playlist_nareski/1lmeeWDvv4o_000237/1lmeeWDvv4o_000237_t2_000357.jpg,1lmeeWDvv4o_000237,sad,4,0,0,0,1,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,,0
tiktok_playlist_nareski/1lmeeWDvv4o_000237/1lmeeWDvv4o_000237_t3_000680.jpg,1lmeeWDvv4o_000237,neutral,4,0,,1,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000237/1lmeeWDvv4o_000237_t3_000578.jpg,1lmeeWDvv4o_000237,neutral,4,0,,1,1,,1,0,,0,0,0,0,0,1,0,0,0,,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000237/1lmeeWDvv4o_000237_t3_000646.jpg,1lmeeWDvv4o_000237,neutral,4,0,,0,1,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000237/1lmeeWDvv4o_000237_t3_000663.jpg,1lmeeWDvv4o_000237,neutral,4,0,,0,1,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000237/1lmeeWDvv4o_000237_t3_000561.jpg,1lmeeWDvv4o_000237,neutral,3,0,,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,,0,,0
tiktok_playlist_nareski/1lmeeWDvv4o_000237/1lmeeWDvv4o_000237_t2_000476.jpg,1lmeeWDvv4o_000237,angry,2,0,0,0,,0,0,,0,1,,1,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000237/1lmeeWDvv4o_000237_t3_000697.jpg,1lmeeWDvv4o_000237,neutral,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000237/1lmeeWDvv4o_000237_t2_000459.jpg,1lmeeWDvv4o_000237,neutral,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
tiktok_playlist_nareski/1lmeeWDvv4o_000237/1lmeeWDvv4o_000237_t0_000034.jpg,1lmeeWDvv4o_000237,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-8359__dog-laying-down/mixkit-8359__dog-laying-down_t0_000620.jpg,mixkit-8359__dog-laying-down,neutral,6,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-8359__dog-laying-down/mixkit-8359__dog-laying-down_t0_000800.jpg,mixkit-8359__dog-laying-down,neutral,6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-8359__dog-laying-down/mixkit-8359__dog-laying-down_t0_000780.jpg,mixkit-8359__dog-laying-down,neutral,6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-8359__dog-laying-down/mixkit-8359__dog-laying-down_t0_000760.jpg,mixkit-8359__dog-laying-down,neutral,6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-8359__dog-laying-down/mixkit-8359__dog-laying-down_t0_000600.jpg,mixkit-8359__dog-laying-down,neutral,5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,,0
DOGS/mixkit-8359__dog-laying-down/mixkit-8359__dog-laying-down_t0_000680.jpg,mixkit-8359__dog-laying-down,neutral,5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-8359__dog-laying-down/mixkit-8359__dog-laying-down_t0_000580.jpg,mixkit-8359__dog-laying-down,neutral,5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-8359__dog-laying-down/mixkit-8359__dog-laying-down_t0_000575.jpg,mixkit-8359__dog-laying-down,neutral,5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-8359__dog-laying-down/mixkit-8359__dog-laying-down_t0_000700.jpg,mixkit-8359__dog-laying-down,neutral,5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-8359__dog-laying-down/mixkit-8359__dog-laying-down_t0_000740.jpg,mixkit-8359__dog-laying-down,neutral,5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-8359__dog-laying-down/mixkit-8359__dog-laying-down_t0_000720.jpg,mixkit-8359__dog-laying-down,neutral,5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-8359__dog-laying-down/mixkit-8359__dog-laying-down_t0_000500.jpg,mixkit-8359__dog-laying-down,relaxed,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-8359__dog-laying-down/mixkit-8359__dog-laying-down_t0_000425.jpg,mixkit-8359__dog-laying-down,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-8359__dog-laying-down/mixkit-8359__dog-laying-down_t0_000325.jpg,mixkit-8359__dog-laying-down,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_6131501/dog_6131501_t0_000333.jpg,dog_6131501,neutral,6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
DOGS/dog_6131501/dog_6131501_t0_000297.jpg,dog_6131501,relaxed,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
DOGS/dog_6131501/dog_6131501_t0_000261.jpg,dog_6131501,relaxed,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
DOGS/dog_6131501/dog_6131501_t0_000400.jpg,dog_6131501,neutral,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DOGS/dog_6131501/dog_6131501_t0_000378.jpg,dog_6131501,neutral,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DOGS/dog_6131501/dog_6131501_t0_000175.jpg,dog_6131501,neutral,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_6131501/dog_6131501_t0_000100.jpg,dog_6131501,sad,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_6131501/dog_6131501_t0_000189.jpg,dog_6131501,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DOGS/dog_6131501/dog_6131501_t0_000072.jpg,dog_6131501,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DOGS/dog_6131501/dog_6131501_t0_000099.jpg,dog_6131501,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DOGS/dog_6131501/dog_6131501_t0_000126.jpg,dog_6131501,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DOGS/dog_6131501/dog_6131501_t0_000045.jpg,dog_6131501,neutral,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_6131501/dog_6131501_t0_000216.jpg,dog_6131501,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_18333/pixabay_18333_t0_000055.jpg,pixabay_18333,neutral,6,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/pixabay_18333/pixabay_18333_t0_000286.jpg,pixabay_18333,neutral,5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
DOGS/pixabay_18333/pixabay_18333_t0_000261.jpg,pixabay_18333,neutral,2,0,0,0,0,0,0,,0,1,,1,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_18333/pixabay_18333_t0_000253.jpg,pixabay_18333,neutral,1,0,0,0,0,0,0,,0,1,,,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_18333/pixabay_18333_t0_000319.jpg,pixabay_18333,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
DOGS/pixabay_18333/pixabay_18333_t0_000198.jpg,pixabay_18333,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,,0
DOGS/pixabay_18333/pixabay_18333_t0_000165.jpg,pixabay_18333,neutral,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0
DOGS/pixabay_18333/pixabay_18333_t0_000396.jpg,pixabay_18333,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_18333/pixabay_18333_t0_000429.jpg,pixabay_18333,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_18333/pixabay_18333_t0_000462.jpg,pixabay_18333,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/pixabay_18333/pixabay_18333_t0_000174.jpg,pixabay_18333,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_18333/pixabay_18333_t0_000464.jpg,pixabay_18333,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_18333/pixabay_18333_t0_000377.jpg,pixabay_18333,relaxed,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
relaxed/youtube_happy dog smiling_9s8oXYqJDyM/youtube_happy dog smiling_9s8oXYqJDyM_t0_000319.jpg,youtube_happy dog smiling_9s8oXYqJDyM,neutral,6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,,0
relaxed/youtube_happy dog smiling_9s8oXYqJDyM/youtube_happy dog smiling_9s8oXYqJDyM_t0_000464.jpg,youtube_happy dog smiling_9s8oXYqJDyM,neutral,6,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,,0,0,1,,0
relaxed/youtube_happy dog smiling_9s8oXYqJDyM/youtube_happy dog smiling_9s8oXYqJDyM_t0_000348.jpg,youtube_happy dog smiling_9s8oXYqJDyM,neutral,6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,,0
relaxed/youtube_happy dog smiling_9s8oXYqJDyM/youtube_happy dog smiling_9s8oXYqJDyM_t0_000377.jpg,youtube_happy dog smiling_9s8oXYqJDyM,neutral,6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,,0
relaxed/youtube_happy dog smiling_9s8oXYqJDyM/youtube_happy dog smiling_9s8oXYqJDyM_t0_000406.jpg,youtube_happy dog smiling_9s8oXYqJDyM,neutral,6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,,0
relaxed/youtube_happy dog smiling_9s8oXYqJDyM/youtube_happy dog smiling_9s8oXYqJDyM_t0_000435.jpg,youtube_happy dog smiling_9s8oXYqJDyM,neutral,6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,,0
relaxed/youtube_happy dog smiling_9s8oXYqJDyM/youtube_happy dog smiling_9s8oXYqJDyM_t0_000580.jpg,youtube_happy dog smiling_9s8oXYqJDyM,neutral,5,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,,0,0,,,0
relaxed/youtube_happy dog smiling_9s8oXYqJDyM/youtube_happy dog smiling_9s8oXYqJDyM_t0_000754.jpg,youtube_happy dog smiling_9s8oXYqJDyM,neutral,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,1
relaxed/youtube_happy dog smiling_9s8oXYqJDyM/youtube_happy dog smiling_9s8oXYqJDyM_t0_000087.jpg,youtube_happy dog smiling_9s8oXYqJDyM,neutral,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
relaxed/youtube_happy dog smiling_9s8oXYqJDyM/youtube_happy dog smiling_9s8oXYqJDyM_t0_000116.jpg,youtube_happy dog smiling_9s8oXYqJDyM,neutral,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1
relaxed/youtube_happy dog smiling_9s8oXYqJDyM/youtube_happy dog smiling_9s8oXYqJDyM_t0_000058.jpg,youtube_happy dog smiling_9s8oXYqJDyM,neutral,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
relaxed/youtube_happy dog smiling_9s8oXYqJDyM/youtube_happy dog smiling_9s8oXYqJDyM_t0_000145.jpg,youtube_happy dog smiling_9s8oXYqJDyM,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relaxed/youtube_happy dog smiling_9s8oXYqJDyM/youtube_happy dog smiling_9s8oXYqJDyM_t2_001334.jpg,youtube_happy dog smiling_9s8oXYqJDyM,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_7606058_133/segment_long_7606058_133_t0_000351.jpg,segment_long_7606058_133,neutral,6,0,,1,1,,,1,,1,1,,0,0,0,,0,1,,0,0,0
DOGS/segment_long_7606058_133/segment_long_7606058_133_t0_000396.jpg,segment_long_7606058_133,neutral,5,,0,,0,0,0,1,,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/segment_long_7606058_133/segment_long_7606058_133_t1_000405.jpg,segment_long_7606058_133,relaxed,2,0,,0,0,0,,0,,0,0,0,0,0,,,,0,0,1,1,0
DOGS/segment_long_7606058_133/segment_long_7606058_133_t1_000216.jpg,segment_long_7606058_133,relaxed,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,0,,,
DOGS/segment_long_7606058_133/segment_long_7606058_133_t0_000232.jpg,segment_long_7606058_133,neutral,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
DOGS/segment_long_7606058_133/segment_long_7606058_133_t1_000432.jpg,segment_long_7606058_133,relaxed,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,0
DOGS/segment_long_7606058_133/segment_long_7606058_133_t0_000171.jpg,segment_long_7606058_133,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,,0,,0
DOGS/segment_long_7606058_133/segment_long_7606058_133_t0_000216.jpg,segment_long_7606058_133,neutral,0,,0,0,0,0,0,,0,,,,0,0,0,0,0,0,,0,,
DOGS/segment_long_7606058_133/segment_long_7606058_133_t2_000216.jpg,segment_long_7606058_133,neutral,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,
DOGS/segment_long_7606058_133/segment_long_7606058_133_t0_000423.jpg,segment_long_7606058_133,neutral,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0
DOGS/segment_long_7606058_133/segment_long_7606058_133_t2_000180.jpg,segment_long_7606058_133,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_7606058_133/segment_long_7606058_133_t2_000405.jpg,segment_long_7606058_133,relaxed,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
DOGS/segment_long_7606058_133/segment_long_7606058_133_t2_000441.jpg,segment_long_7606058_133,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
DOGS/dog_29142342/dog_29142342_t0_000294.jpg,dog_29142342,neutral,6,0,1,0,0,,0,1,0,1,1,1,0,0,0,,0,0,1,0,,0
DOGS/dog_29142342/dog_29142342_t0_000035.jpg,dog_29142342,neutral,6,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0
DOGS/dog_29142342/dog_29142342_t0_000014.jpg,dog_29142342,neutral,5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/dog_29142342/dog_29142342_t0_000207.jpg,dog_29142342,neutral,5,0,1,0,0,0,1,,1,0,,0,0,0,0,1,0,0,0,0,0,1
DOGS/dog_29142342/dog_29142342_t0_000140.jpg,dog_29142342,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
DOGS/dog_29142342/dog_29142342_t0_000115.jpg,dog_29142342,relaxed,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,1,0
DOGS/dog_29142342/dog_29142342_t0_000161.jpg,dog_29142342,neutral,2,0,0,0,0,0,0,1,0,,1,,0,0,0,0,0,0,0,0,,0
DOGS/dog_29142342/dog_29142342_t0_000000.jpg,dog_29142342,sad,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0
DOGS/dog_29142342/dog_29142342_t0_000098.jpg,dog_29142342,relaxed,1,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,1,0
DOGS/dog_29142342/dog_29142342_t0_000189.jpg,dog_29142342,neutral,0,0,0,0,0,0,,,0,,,,0,0,0,,0,0,0,0,,0
DOGS/dog_29142342/dog_29142342_t0_000077.jpg,dog_29142342,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_29142342/dog_29142342_t0_000119.jpg,dog_29142342,neutral,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0
DOGS/mixkit-33100__person-bathing-his-dog-in-the-bathtub/mixkit-33100__person-bathing-his-dog-in-the-bathtub_t0_000117.jpg,mixkit-33100__person-bathing-his-dog-in-the-bathtub,happy,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
DOGS/mixkit-33100__person-bathing-his-dog-in-the-bathtub/mixkit-33100__person-bathing-his-dog-in-the-bathtub_t0_000300.jpg,mixkit-33100__person-bathing-his-dog-in-the-bathtub,neutral,6,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
DOGS/mixkit-33100__person-bathing-his-dog-in-the-bathtub/mixkit-33100__person-bathing-his-dog-in-the-bathtub_t0_000189.jpg,mixkit-33100__person-bathing-his-dog-in-the-bathtub,neutral,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
DOGS/mixkit-33100__person-bathing-his-dog-in-the-bathtub/mixkit-33100__person-bathing-his-dog-in-the-bathtub_t0_000324.jpg,mixkit-33100__person-bathing-his-dog-in-the-bathtub,neutral,5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,
DOGS/mixkit-33100__person-bathing-his-dog-in-the-bathtub/mixkit-33100__person-bathing-his-dog-in-the-bathtub_t0_000351.jpg,mixkit-33100__person-bathing-his-dog-in-the-bathtub,neutral,4,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,1,1,1
DOGS/mixkit-33100__person-bathing-his-dog-in-the-bathtub/mixkit-33100__person-bathing-his-dog-in-the-bathtub_t0_000216.jpg,mixkit-33100__person-bathing-his-dog-in-the-bathtub,neutral,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,1
DOGS/mixkit-33100__person-bathing-his-dog-in-the-bathtub/mixkit-33100__person-bathing-his-dog-in-the-bathtub_t0_000144.jpg,mixkit-33100__person-bathing-his-dog-in-the-bathtub,neutral,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,0,0,1,1
DOGS/mixkit-33100__person-bathing-his-dog-in-the-bathtub/mixkit-33100__person-bathing-his-dog-in-the-bathtub_t0_000387.jpg,mixkit-33100__person-bathing-his-dog-in-the-bathtub,neutral,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,0,0,0,
DOGS/mixkit-33100__person-bathing-his-dog-in-the-bathtub/mixkit-33100__person-bathing-his-dog-in-the-bathtub_t0_000075.jpg,mixkit-33100__person-bathing-his-dog-in-the-bathtub,neutral,1,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,1,0,,0
DOGS/mixkit-33100__person-bathing-his-dog-in-the-bathtub/mixkit-33100__person-bathing-his-dog-in-the-bathtub_t0_000027.jpg,mixkit-33100__person-bathing-his-dog-in-the-bathtub,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0
